image_id,label_name,text_description,label
25923,Tshirts,Femella Women Pink T-shirt,0
43504,Tshirts,French Connection Men Black Tshirt,0
7027,Tshirts,Classic Polo Men's Combo Pack of 2 White Grey T-shirt,0
25556,Tshirts,Wrangler Men Biker Pink T-shirt,0
2786,Tshirts,Ediots Men's Mehenat Ka Fal White T-shirt,0
19564,Tshirts,United Colors of Benetton Men Green Polo Tshirt,0
15191,Tshirts,Arrow Sport Men Stripes Purple Polo Tshirts,0
5016,Tshirts,Inkfruit Men's Bad Man Blue T-Shirt,0
2329,Tshirts,Reebok Men Force India Grey T-shirt,0
10063,Tshirts,Puma Men spine tee Yellow Tshirts,0
26282,Tshirts,Proline Men Cream-Coloured Printed T-shirt,0
40120,Tshirts,ADIDAS Women Green T-shirt,0
29061,Tshirts,ADIDAS Women Printed White T-shirt,0
31281,Tshirts,Puma Men Printed Grey T-shirt,0
28509,Tshirts,Nike Men Training Purple T-shirt,0
30597,Tshirts,Nike Men Reversible Red T-shirt,0
3880,Tshirts,Wrangler Men's Burnt Out Grey T-shirt,0
48245,Tshirts,Avengers Boys Black Printed T-shirt,0
32654,Tshirts,Nike Women Sphere Red T-shirt,0
6587,Tshirts,Inkfruit Men's Rock The Cure Black T-shirt,0
27644,Tshirts,Che Guevara Men Printed Green T-shirt,0
4329,Tshirts,Tantra Kid's Unisex Feeding Me Orange Kidswear,0
23162,Tshirts,Mark Taylor Men Navy Blue Printed T-shirt,0
4400,Tshirts,Beatles Men's Groove Light Blue T-shirt,0
34102,Tshirts,Doodle Boys Printed Pink T-shirt,0
9941,Tshirts,Probase Men 96 Coast Road Green Tshirts,0
37720,Tshirts,John Players Men Polo Grey T-shirt,0
3279,Tshirts,Guerrilla Men's Vintage Grey T-shirt,0
3524,Tshirts,Myntra Men's Work Hard/ Smart Black T-shirt,0
16833,Tshirts,Little Miss Women Printed Blue Tshirt,0
7658,Tshirts,Puma Men's Toe Crusher Club Purple T-shirt,0
6164,Tshirts,Lee Men's Stallion Red Jasper T-shirt,0
7766,Tshirts,Inkfruit Men's Phalanx Brown Light Green T-shirt,0
5172,Tshirts,Inkfruit Women's Innocence Carrot Orange T-shirt,0
10439,Tshirts,Flying Machine Men Walnut Brown Tshirts,0
5748,Tshirts,Probase Men's Ability Will You Get Turquoise T-shirt,0
5741,Tshirts,Basics Men Navy & White Striped Hooded T-shirt,0
4968,Tshirts,Gini and Jony Boy's Kaffle Yellow Infant Kidswear,0
33590,Tshirts,Wrangler Men Urban Folk Polo Navy Blue T-shirt,0
10452,Tshirts,Flying Machine Men HS Grey Tshirts,0
7269,Tshirts,Superman Men Printed Blue T-shirt,0
6990,Tshirts,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt,0
28507,Tshirts,Nike Men Training Black T-shirt,0
18619,Tshirts,Puma Men Team Essential Polo White Tshirts,0
16912,Tshirts,Mr. Men Men Printed Green Tshirt,0
10030,Tshirts,Nike Women As See The Win Black T-Shirts,0
9956,Tshirts,Nike Men Manu Train Blue Tshirts,0
12836,Tshirts,Ant Kids Tennis Green T-Shirt,0
38618,Tshirts,Nike Men White 3D Neon Tee T-shirt,0
11656,Tshirts,Lee Women Printed Red Tshirts,0
26274,Tshirts,Proline Men Teal Blue T-shirt,0
12846,Tshirts,Ant Kids Boys Rock Grey Tshirts,0
43328,Tshirts,United Colors of Benetton Women Black T-shirt,0
16215,Tshirts,Puma Men Polo Red TShirt,0
10065,Tshirts,Puma Men ducati logo tee Yellow Tshirts,0
14061,Tshirts,Flying Machine Men Printed Purple Tshirts,0
2788,Tshirts,Ediots Men's Chronological Status Yellow T-shirt,0
8859,Shirts,Mark Taylor Men White Striped Shirt,1
18889,Shirts,Arrow Woman Sylvia Blue Shirt,1
8181,Shirts,Locomotive Men Check Ladislav Purple Shirts,1
5960,Shirts,Highlander Men Solid Poplin Purple Shirts,1
13734,Shirts,Belmonte Men Check Blue Shirts,1
33246,Shirts,Arrow Men Lavender Unstainable Slim Fit Shirt,1
8851,Shirts,Mark Taylor Men Brown Striped Shirt,1
9624,Shirts,Indigo Nation Men Plain Light Blue Shirts,1
46396,Shirts,ADIDAS Men Blue & Black Check Shirt,1
59834,Shirts,United Colors of Benetton Men Navy Blue Shirt,1
8148,Shirts,Highlander Men Blue Checked Haddon Slim Fit Shirt,1
29184,Shirts,United Colors of Benetton Men Blue Shirt,1
9655,Shirts,Indigo Nation Men Bling Blue Shirts,1
5128,Shirts,Wrangler Women Rose Bouquet White Orange Shirt,1
51430,Shirts,Myntra Men Navy Blue & Orange Check Shirt,1
26401,Shirts,Turtle Men Check Red Shirt,1
5107,Shirts,Wrangler Women Holly Checks Shirt,1
9654,Shirts,Indigo Nation Men Bling  Blue Shirt,1
13853,Shirts,Indigo Nation Men Check Purple Shirts,1
12367,Shirts,Reid & Taylor Men White Shirt,1
15993,Shirts,Turtle Check Men Blue Checked ReversibleShirt,1
14772,Shirts,Arrow Men Stripes Green Slim Fit Shirt,1
9667,Shirts,Indigo Nation Men Bling Red Black Shirts,1
31093,Shirts,Gini and Jony Boys White Shirt,1
11387,Shirts,United Colors of Benetton Men Light Winter Blue Shirts,1
24285,Shirts,Quiksilver Men Grey Shirt,1
17725,Shirts,Reid & Taylor Men Solid Maroon Shirt,1
20155,Shirts,Wrangler Men Establish  Purple Shirt,1
41660,Shirts,Mark Taylor Men Blue Striped Shirt,1
11708,Shirts,Lee Men Check Green Shirts,1
24858,Shirts,Mark Taylor Men White Striped Shirt,1
9498,Shirts,John Miller Men Pink white black check Pink Shirts,1
9246,Shirts,Mark Taylor Men Blue Striped Shirt,1
19831,Shirts,U.S. Polo Assn. Men Check Black Shirt,1
12271,Shirts,Genesis Men Stripes Blue Shirts,1
32393,Shirts,Arrow Woman Blue Shirt,1
9071,Shirts,Mark Taylor Men Solid White Shirts,1
33235,Shirts,Arrow Men Blue Check Shirt,1
26113,Shirts,John Miller Men Check Purple Shirt,1
26056,Shirts,John Miller Men Check Black Shirt,1
8190,Shirts,Locomotive Men Solid Poplin Lakota Black Shirts,1
29291,Shirts,Wrangler Men Striped Green Shirt,1
29280,Shirts,Wrangler Men Western Spirit Red Shirt,1
12025,Shirts,Mark Taylor Men White & Blue Striped Shirt,1
7167,Shirts,Scullers Men Scul Purple White Shirt,1
58809,Shirts,Highlander Men White Striped Shirt,1
43304,Shirts,United Colors of Benetton Women White Shirt,1
22356,Shirts,John Players Men Solid White Shirt,1
26045,Shirts,John Miller Men Purple Shirt,1
11079,Shirts,Scullers Men Check Green Shirts,1
51417,Shirts,Myntra Men Blue Shirt,1
16541,Shirts,Basics Men Black Slim Fit Checked Shirt,1
12011,Shirts,Mark Taylor Men Purple Striped Shirts,1
12017,Shirts,Mark Taylor Men Purple White Striped Shirts,1
59833,Shirts,United Colors of Benetton Men Green Shirt,1
37794,Shirts,John Players Men Stripes Brown Shirt,1
6772,Shirts,Timberland Men Claremont Popl Green Shirt,1
33492,Shirts,Doodle Kids Boy Check Blue Shirt,1
33249,Shirts,Arrow Men Blue Striped Shirt,1
17719,Shirts,Reid & Taylor Men Check White Shirt,1
41586,Shirts,Basics Men White Striped Shirt,1
22354,Shirts,John Players Men Stripes Grey Shirt,1
9455,Shirts,John Miller Men Red Striped Shirt,1
9662,Shirts,Indigo Nation Men Reversible Bling Blue Shirts,1
5987,Shirts,Highlander Men Black Striped Slim Fit Shirt,1
24524,Shirts,Mother Earth Men Black Shirt,1
9469,Shirts,John Miller Men White Shirt,1
18305,Shirts,Wills Lifestyle Men Striped Pink Shirt,1
6611,Shirts,Spykar Men Stripes Navy Blue Shirt,1
53211,Shirts,Mark Taylor Men Blue Shirt,1
27856,Shirts,Scullers For Her Check Red Shirt,1
41605,Shirts,Basics Men Grey Shirt,1
12357,Shirts,Reid & Taylor Men Check Blue Shirts,1
10794,Shirts,Wrangler Men Warnick Square Block Navy Blue Shirts,1
19201,Shirts,United Colors of Benetton Men Check Black Shirt,1
59301,Shirts,U.S. Polo Assn. Denim Co. Men Olive Shirt,1
27153,Shirts,Mark Taylor Men Striped Green Shirt,1
22576,Shirts,Highlander Men Purple Check Shirt,1
23196,Shirts,Highlander Men Green Check Shirt,1
27871,Shirts,Scullers For Her Striped White Shirt,1
15967,Shirts,Turtle Check Men Red Shirt,1
26800,Shirts,Arrow Men Grey Shirt,1
15693,Shirts,Black coffee Men Micheal Blue Slim Fit Shirt,1
8728,Shirts,Indigo Nation Men Checks Purple Shirts,1
27892,Shirts,Scullers For Her Black Striped Shirt,1
40129,Shirts,Gini and Jony BoysCore Navy Blue Shirt,1
26367,Shirts,Arrow Woman Lavender Shirt,1
9262,Shirts,Mark Taylor Men Blue Striped Shirt,1
17169,Shirts,U.S. Polo Assn. Men Checks Maroon Shirt,1
51423,Shirts,Myntra Men Orange Check Shirt,1
26390,Shirts,Turtle Men Check Purple Shirt,1
9659,Shirts,Indigo Nation Men Reversible Bling Blue Shirts,1
21118,Shirts,s.Oliver Men Check Olive Shirt,1
27542,Shirts,Scullers Men Check Black Shirt,1
29277,Shirts,Wrangler Women Salena Blue Shirt,1
51426,Shirts,Myntra Men Red Check Shirt,1
10814,Shirts,Wrangler Men Easter Bright Amslar Purple Shirt,1
23207,Shirts,Highlander Men Blue Check Shirt,1
14785,Shirts,Arrow Men Stripes Navy Blue Shirts,1
29696,Shirts,John Miller Men Striped Purple Shirt,1
57110,Shirts,Elle Women Blue Shirt,1
26063,Shirts,John Miller Men Striped Blue Shirt,1
12245,Shirts,Genesis Maroon Formal Shirt,1
37785,Shirts,John Players Men Gingham Blue Shirt,1
7168,Shirts,Scullers Men Scul Blue White Shirt,1
9072,Shirts,Mark Taylor Men Solid White Shirts,1
20131,Shirts,Wrangler Women Double Red Shirt,1
19692,Shirts,United Colors of Benetton Men Solid Black Shirt,1
20024,Shirts,United Colors of Benetton Men Check Red Shirt,1
9639,Shirts,Indigo Nation Men Checks Blue Shirts,1
11676,Shirts,Lee Men Check Blue Shirts,1
8788,Shirts,Indigo Nation Men Price catch Red White Shirts,1
17546,Shirts,Mark Taylor Men Pink & White Striped Shirt,1
9236,Shirts,Mark Taylor Men Brown Striped Shirt,1
9260,Shirts,Mark Taylor Men Blue Striped Shirt,1
16045,Shirts,Highlander Men Check White Shirt,1
14053,Shirts,Flying Machine Men Check  Blue Shirts,1
22800,Shirts,Locomotive Men Blue Check Shirt,1
18974,Shirts,United Colors of Benetton Men Stripes Blue Shirt,1
31640,Shirts,Indigo Nation Men Check Blue Shirt,1
37143,Shirts,Wills Lifestyle Men Blue Gingham Shirt,1
13867,Shirts,Scullers Men Check Red Shirts,1
30228,Shirts,John Miller Men Striped Black Shirt,1
27887,Shirts,Scullers For Her White Check Shirt,1
13752,Shirts,Belmonte Men Check Blue Shirts,1
48361,Shirts,French Connection Men Blue Shirt,1
27566,Shirts,Scullers Men Striped Blue Shirt,1
51401,Shirts,Myntra Men Blue and Yellow Check Shirt,1
57296,Shirts,French Connection Men White Checks Shirt,1
18749,Shirts,Arrow Woman Hallie Red Shirt,1
12942,Shirts,Basics Men Blue Slim Fit Striped Shirt,1
9590,Shirts,Indigo Nation Men cotton White Shirts,1
13487,Shirts,Spykar Men Stripes Blue Shirts,1
10807,Shirts,Wrangler Men Stampede Printed Stripe Black Shirts,1
8862,Shirts,Mark Taylor Men Green Striped Shirt,1
19204,Shirts,United Colors of Benetton Men Check Green Shirt,1
41661,Shirts,Mark Taylor Men Blue Striped Shirt,1
13743,Shirts,Belmonte Men Check Black Shirts,1
27874,Shirts,Scullers For Her Striped Black Shirt,1
16032,Shirts,Highlander Men Check Grey Shirt,1
19703,Shirts,United Colors of Benetton Men Stripes Black Shirt,1
10813,Shirts,Wrangler Men Dirt Rider Check Black Shirts,1
12471,Shirts,Basics Men White Slim Fit Shirt,1
11697,Shirts,Lee Men Check Blue Shirts,1
8791,Shirts,Indigo Nation Men Price catch Blue White Shirts,1
15968,Shirts,Turtle Check Men Black Shirt,1
12180,Shirts,Basics Men White Slim Fit Checked Shirt,1
13940,Shirts,United Colors of Benetton Men Check Grey Shirt,1
4974,Shirts,Gini and Jony Boy's Kangaroo Yellow Infant Kidswear,1
17571,Shirts,Mark Taylor Men Blue & White Striped Shirt,1
8586,Shirts,Scullers Men Red Shirt,1
9634,Shirts,Indigo Nation Men Price catch Black White Shirts,1
22395,Shirts,Mark Taylor Men Striped Blue Shirt,1
51400,Shirts,Myntra Men Yellow Shirt,1
30794,Shirts,Fabindia Men Printed White Shirt,1
26065,Shirts,John Miller Men Check Black Shirt,1
27866,Shirts,Scullers For Her Striped Purple Shirt,1
26958,Shirts,Jealous 21 Women Teal Shirt,1
2050,Shirts,Lee Men Essential Black Shirt,1
33553,Shirts,Wrangler Men Exeter Check Green Shirt,1
17168,Shirts,U.S. Polo Assn. Men Checks Mustard Shirt,1
26087,Shirts,John Miller Men Check Purple Shirt,1
27862,Shirts,Scullers For Her Women Check Navy Blue Shirt,1
8472,Shirts,Scullers For Her Women Wow Woven Navy Blue Tops,1
51403,Shirts,Myntra Men Blue and White Check Shirt,1
8871,Shirts,Mark Taylor Men Blue Striped Shirt,1
20164,Shirts,Wrangler Men Easter Navy Blue Shirt,1
38823,Shirts,Latin Quarters Women Navy Blue Shirt,1
14526,Shirts,Mark Taylor Men Aqua Blue & White Grey Striped Shirt,1
14786,Shirts,Arrow Men Solid Purple Shirts,1
15090,Shirts,Mother Earth Men Check White Shirts,1
13459,Shirts,United Colors of Benetton Men Check Blue Shirts,1
9454,Shirts,John Miller Men White Check Shirt,1
26114,Shirts,John Miller Men Purple Shirt,1
17193,Shirts,U.S. Polo Assn. Men Stripes Navy Blue Shirt,1
56770,Shirts,Horsefly Men Grey & Blue Striped Shirt,1
12952,Shirts,Basics Men Blue Slim Fit Checked Shirt,1
9064,Shirts,Mark Taylor Men Blue Striped Shirt,1
58765,Shirts,Locomotive Men Beige Shirt,1
12304,Shirts,Genesis Men Stripes Red Shirts,1
9881,Shirts,Indigo Nation Men Club Poplin Black Shirts,1
27148,Shirts,Mark Taylor Men Striped Grey Shirt,1
13320,Shirts,Gini and Jony Kids Boys Stripes Pink Shirts,1
33239,Shirts,Arrow Men Black Striped Slim Fit Shirt,1
9594,Shirts,Scullers Men Scul Red White Shirts,1
23037,Shirts,Arrow Men Black Striped Shirt,1
27534,Shirts,Scullers Men Check Blue Shirt,1
29639,Shirts,Indigo Nation Men White Shirt,1
12731,Shirts,Timberland Men Check Green Shirts,1
6320,Shirts,UCB Men Small Checks Yellow Shirt,1
46353,Shirts,Locomotive Men Blue Striped Shirt,1
34038,Shirts,Gini and Jony Boys Check Red Shirt,1
29279,Shirts,Wrangler Men Blue Aaron Check Shirt,1
13051,Shirts,Spykar Men Check Blue Shirts,1
9658,Shirts,Indigo Nation Men Reversible Bling Maroon Shirt,1
51488,Shirts,Denizen Men Rust & Black Check Shirt,1
59305,Shirts,U.S. Polo Assn. Denim Co. Men Red & Navy Blue Shirt,1
4972,Shirts,Gini and Jony Boy's Kangaroo Green White Kidswear,1
26797,Shirts,Arrow Men Grey Striped Shirt,1
13661,Shirts,Genesis Men Thick Black Stripe Shirt,1
29278,Shirts,Wrangler Men Aaron Check Blue Shirt,1
11632,Shirts,United Colors of Benetton Men Black Striped Shirt,1
16039,Shirts,Highlander Men Check Green Shirt,1
31100,Shirts,Gini and Jony Boys Check Navy Blue Shirt,1
16924,Shirts,Spykar Men Check Brown Shirts,1
18317,Shirts,Wills Lifestyle Men Check Maroon Shirt,1
19181,Shirts,United Colors of Benetton Men Red Check Shirt,1
6015,Shirts,Highlander Men Small Black Checked Shirt,1
31091,Shirts,Gini and Jony Boys White Shirt,1
39780,Shirts,Peter England Men Yellow Casual Shirts,1
9621,Shirts,Indigo Nation Men Checks Blue Shirts,1
31649,Shirts,Indigo Nation Men Striped Blue Shirt,1
27558,Shirts,Scullers Men Lavender Shirt,1
16042,Shirts,Highlander Men Check Red Shirt,1
37804,Shirts,John Players Men Navy Blue Linen Shirt,1
13417,Shirts,United Colors of Benetton Men Solid Blue Shirts,1
7145,Shirts,Scullers For Her Women Light Work Navy Blue Shirts,1
19702,Shirts,United Colors Of Benetton Men Striped Blue Shirts,1
26088,Shirts,John Miller Men Striped Purple Shirt,1
37736,Shirts,John Players Men Check Blue Shirt,1
2125,Shirts,Lee Women White Shirt,1
30806,Shirts,Fabindia Men Check Brown Shirt,1
9256,Shirts,Mark Taylor Men Blue Striped Shirt,1
32395,Shirts,Arrow Woman Grey Shirt,1
12023,Shirts,Mark Taylor Men White Striped Shirt,1
37723,Shirts,John Players Men Stripes Blue Shirt,1
9424,Shirts,John Miller Men Purple Fila-Fil Purple Shirts,1
14716,Shirts,Indigo Nation Men Formal Shirt White Shirts,1
36590,Shirts,Provogue Men Eternity Red Shirt,1
33241,Shirts,Arrow Men Blue Striped Shirt,1
9653,Shirts,Indigo Nation Men Bling Purple Shirts,1
29669,Shirts,Indigo Nation Men Printed White Shirt,1
5147,Shirts,Wrangler Women Ditsy Polka Red Shirt,1
10480,Shirts,Flying Machine Men SS Yellow Shirts,1
26112,Shirts,John Miller Men Striped Purple Shirt,1
25006,Shirts,United Colors of Benetton Men Black Shirt,1
57285,Shirts,French Connection Men Blue Shirt,1
17750,Shirts,Highlander Men Stripes Navy Blue Shirt,1
23666,Shirts,Spykar Men Red Check Shirt,1
34028,Shirts,Gini and Jony Boys Check White & Black Shirt,1
9478,Shirts,John Miller Men Black & White Check Shirt,1
32762,Shirts,John Miller Men Check Blue Shirt,1
47662,Shirts,Femella Women Multi Coloured Floral Print Shirt,1
7143,Shirts,Scullers For Her Women Light Work Blue Shirts,1
58395,Shirts,Locomotive Men Purple Shirt,1
18760,Shirts,Arrow Woman Aiyanna Grey Shirt,1
13283,Shirts,Gini and Jony Kids Boys Check Blue Shirts,1
13217,Shirts,Palm Tree Kids Boys Solid White Shirts,1
26411,Shirts,Turtle Men Check Red Shirt,1
23180,Shirts,Black Coffee Men White Check Slim Fit Shirt,1
16340,Shirts,Peter England Men Stripes Maroon Shirt,1
32505,Shirts,Scullers Men Black Shirt,1
9462,Shirts,John Miller Men White Check Shirt,1
8152,Shirts,Highlander Men Blue Checked Hagan Slim Fit Shirt,1
8854,Shirts,Mark Taylor Men Blue Striped Shirt,1
2100,Shirts,Lee Men Checks Brown Shirt,1
37749,Shirts,John Players Men Check Red Shirt,1
13758,Shirts,Belmonte Men Check Green Shirts,1
57128,Shirts,Elle Women Grey Retro Top,1
12350,Shirts,Reid & Taylor Men Pink Striped Shirt,1
13745,Shirts,Belmonte Men Solid Blue Shirts,1
8719,Shirts,Indigo Nation Men Stripes Shirt Purple Shirts,1
26402,Shirts,Turtle Men Check Purple Shirt,1
17176,Shirts,U.S. Polo Assn. Men Checks Green Shirt,1
11113,Shirts,Indigo Nation Men Check White Shirt,1
24069,Shirts,Locomotive Men Checked Black Shirt,1
19825,Shirts,U.S. Polo Assn. Men Check Green Shirt,1
18324,Shirts,Wills Lifestyle Men Check Navy Blue Shirt,1
20029,Shirts,United Colors of Benetton Men Solid Grey Shirt,1
8734,Shirts,Indigo Nation Men Striped Shirt,1
14712,Shirts,Genesis Off-White Formal Shirt,1
26116,Shirts,John Miller Men Striped Blue Shirt,1
15970,Shirts,Turtle Check Men Navy Blue Shirt,1
13852,Shirts,Indigo Nation Men Check Blue Shirts,1
19699,Shirts,United Colors of Benetton Men White Shirt,1
26048,Shirts,John Miller Men Grey Shirt,1
53783,Shirts,Puma Men Navy Blue Shirt,1
8829,Shirts,Spykar Men Ranger Purple-Black Stripe White Shirts,1
34050,Shirts,Gini and Jony Boys Maroon Shirt,1
7177,Shirts,Scullers Men Blue Check Shirt,1
8812,Shirts,Spykar Men Ranger Green Bl Checks Green Shirts,1
12361,Shirts,Reid & Taylor Men Solid Blue Shirts,1
12368,Shirts,Reid & Taylor Men Stripes Blue Shirts,1
24562,Shirts,Lee Men Rubin Blue Shirt,1
6789,Shirts,Timberland Men Meriden White Check Shirt,1
12939,Shirts,Basics Men Black Slim Fit Checked Shirt,1
34098,Shirts,Doodle Boys Check Multi Coloured Shirt,1
41304,Shirts,Gini and Jony Boys White Check Shirt,1
19827,Shirts,U.S. Polo Assn. Men Check Red Shirt,1
41599,Shirts,Basics Men Blue Shirt,1
6004,Shirts,Highlander Men Blue Bold Green Checked Shirt,1
26369,Shirts,Arrow Woman Blue Shirt,1
29640,Shirts,Indigo Nation Men Black Shirt,1
12659,Shirts,Probase Men Stripes White Shirts,1
11053,Shirts,Scullers Men Check Blue Shirts,1
12376,Shirts,Reid & Taylor Men Check White Shirts,1
5974,Shirts,Locomotive Men Green Black White Checked Shirt,1
34035,Shirts,Gini and Jony Boys Check Navy Blue Shirt,1
29648,Shirts,Indigo Nation Men Grey Striped Shirt,1
16033,Shirts,Highlander Men Check Red Shirt,1
17172,Shirts,U.S. Polo Assn. Men Checks Blue Shirt,1
8889,Shirts,John Miller Men Black Shirt,1
8899,Shirts,Indigo Nation Men Bling Red Shirts,1
27210,Shirts,Doodle Kids Boy Check Green Shirt,1
38974,Shirts,Arrow New York Men Black Check Slim Fit Shirt,1
27532,Shirts,Scullers Men Check Blue Shirt,1
12177,Shirts,Basics Men Blue Slim Fit Shirt,1
31023,Shirts,Arrow New York Men Grey Check Slim Fit Shirt,1
41960,Shirts,Gini and Jony Boys Authentic Red Shirt,1
19177,Shirts,United Colors Of Benetton Men Navy Blue Shirt,1
12265,Shirts,Genesis Men Stripes White Shirts,1
12321,Shirts,Genesis Blue Striped Formal Shirt,1
6779,Shirts,Timberland Men Claremont Popl Olive Shirt,1
8591,Shirts,Scullers Men Purple Check Shirt,1
19725,Shirts,United Colors Of Benetton Women Check Blue Shirt,1
8865,Shirts,Mark Taylor Men Purple Striped Shirt,1
18759,Shirts,Arrow Woman Aiyanna Blue Shirt,1
13760,Shirts,Belmonte Men Check Purple Shirts,1
58797,Shirts,Highlander Men Grey Melange Shirt,1
33488,Shirts,Doodle Kids Boy Check Purple Shirt,1
26059,Shirts,John Miller Men Gingham Black Shirt,1
7175,Shirts,Scullers Men Scul Black White Check Shirt,1
9879,Shirts,Indigo Nation Men Hot Stepper Blue Striped Shirt,1
20185,Shirts,Wrangler Men Tiny Pink Shirt,1
33060,Shirts,U.S. Polo Assn. Denim Co. Men Green & Blue Check Shirt,1
10598,Shirts,Flying Machine Women HS Blue Denim Shirt,1
44928,Shirts,Jack & Jones Men Red Check Shirt,1
9254,Shirts,Mark Taylor Men Solid White Shirts,1
31096,Shirts,Palm Tree Boys Check Green Shirt,1
13929,Shirts,United Colors of Benetton Men Solid Beige Shirts,1
5129,Shirts,Wrangler Women Rose Bouquet White Blue Shirt,1
12007,Shirts,Mark Taylor Men Purple Striped Shirt,1
30795,Shirts,Fabindia Men Striped Yellow Shirt,1
2168,Shirts,Probase Men Check Brown Shirt,1
56769,Shirts,Horsefly Men Navy Blue & Red Striped Shirt,1
31092,Shirts,Gini and Jony Boys Maroon Shirt,1
10255,Shirts,Locomotive Men Stripes Blue Shirts,1
37796,Shirts,John Players Men Check Blue Elegant Collection Shirt,1
44669,Shirts,Wills Lifestyle Women White Shirt,1
12941,Shirts,Basics Men Blue Slim Fit Striped Shirt,1
8774,Shirts,Indigo Nation Men Blue Check Shirt,1
26795,Shirts,Arrow Men Blue Shirt,1
12313,Shirts,Genesis Men Stripes Purple Shirts,1
12266,Shirts,Genesis Blue Formal Shirt,1
17559,Shirts,Mark Taylor Men Grey & White Striped Shirt,1
39734,Shirts,Arrow Woman Pink & Yellow Check Shirt,1
22407,Shirts,Mark Taylor Men Striped White Shirt,1
29632,Shirts,Indigo Nation Men Striped Purple Shirt,1
11054,Shirts,Scullers Men Check Blue Shirts,1
20032,Shirts,United Colors of Benetton Men Striped White Shirt,1
39698,Shirts,Spykar Men Ranger White Shirt,1
37782,Shirts,John Players Men White & Yellow Striped Shirt,1
46395,Shirts,ADIDAS Men Blue & White Check Shirt,1
24698,Shirts,Probase Men White Check Shirt,1
10188,Shirts,Indigo Nation Men   Blue & White Stripe Shirt,1
14048,Shirts,Flying Machine Men Check Navy Blue Shirts,1
40130,Shirts,Gini and Jony Boys Core White Shirt,1
37750,Shirts,John Players Men Blue Check Shirt,1
13895,Shirts,Spykar Men Stripes Yellow Shirts,1
20169,Shirts,Wrangler Men Thin Blue Shirt,1
9239,Shirts,Mark Taylor Men Green Striped Shirt,1
59452,Shirts,Arrow New York Men Blue Check Slim Fit Shirt,1
20130,Shirts,Wrangler Women Double Blue Shirt,1
26794,Shirts,Arrow Men Grey Shirt,1
30106,Shirts,Flying Machine Men Navy Blue Shirt,1
12253,Shirts,Genesis Pink Striped Formal Shirt,1
20318,Shirts,Mother Earth Men Solid Maroon Shirt,1
59296,Shirts,U.S. Polo Assn. Men White & Green Shirt,1
11166,Shirts,John Miller Men Solid Purple Shirt,1
12950,Shirts,Basics Men White Slim Fit Checked Shirt,1
51421,Shirts,Myntra Men Blue Check Shirt,1
25529,Shirts,Wrangler Men Griffith White Shirt,1
7166,Shirts,Scullers Men Scul Red White Shirt,1
37743,Shirts,John Players Men Stripes Grey Shirt,1
13518,Shirts,Probase Men Stripes Blue Shirts,1
9517,Shirts,John Miller Men white brown stripe White Shirts,1
12035,Shirts,Mark Taylor Men Red Striped Shirt,1
59874,Shirts,Femella Women Green Check Shirt,1
59832,Shirts,United Colors of Benetton Men Pink Shirt,1
13401,Shirts,United Colors of Benetton Men Check Red Shirts,1
26365,Shirts,Arrow Woman White Shirt,1
20172,Shirts,Wrangler Men Aoston Navy Blue Shirt,1
39781,Shirts,Peter England Men Striped White Formal Shirt,1
15983,Shirts,Turtle Solid Men  Burgundy Shirt,1
41594,Shirts,Basics Men Grey Striped Shirt,1
29701,Shirts,John Miller Men Check Black Shirt,1
8855,Shirts,Mark Taylor Men Orange Striped Shirt,1
16812,Shirts,Locomotive Men Check Blue Shirt,1
21156,Shirts,s.Oliver Women White Striped Shirt,1
30797,Shirts,Fabindia Men Hand Block Printed Black Shirt,1
6777,Shirts,Timberland Men Claremont Popl Brown Shirt,1
22384,Shirts,Mark Taylor Men Black & Blue Striped White Shirt,1
19826,Shirts,U.S. Polo Assn. Men Check Yellow Shirt,1
20369,Shirts,United Colors of Benetton Men Check Red Shirt,1
13757,Shirts,Belmonte Men Check Blue Shirts,1
10189,Shirts,Indigo Nation Men Hot Stepper Blue Shirts,1
16023,Shirts,Highlander Men Stripes Grey Slim Fit Shirt,1
24608,Shirts,Spykar Men Green Shirt,1
8775,Shirts,Indigo Nation Men Bwd Plaids Green Shirts,1
26123,Shirts,John Miller Men Striped Black Shirt,1
7156,Shirts,Scullers Men Black Check Shirt,1
41595,Shirts,Basics Men Brown Striped Shirt,1
12043,Shirts,Mark Taylor Men White & Blue Striped Shirt,1
10787,Shirts,Wrangler Men Galway Placket Label Check Shirt,1
27562,Shirts,Scullers Men Checked Purple Shirt,1
59304,Shirts,U.S. Polo Assn. Denim Co. Men Checks White Shirt,1
8587,Shirts,Scullers Men Red Check Shirt,1
33965,Shirts,Femella Women Blue Shirt,1
22378,Shirts,Mark Taylor Men Purple Striped White Shirt,1
5976,Shirts,Highlander Men White Red Checked Shirt,1
11455,Shirts,United Colors of Benetton Men Light Winters Black Shirts,1
18764,Shirts,Arrow Woman Ariella Purple Shirt,1
7140,Shirts,Scullers For Her Women Light Work Blue Check Shirts,1
13884,Shirts,Scullers Men Check Black Shirts,1
40934,Shirts,Gini and JonyBoys Around the World White Shirts,1
8180,Shirts,Locomotive Men Check Ladd Green Shirts,1
24525,Shirts,Mother Earth Men White Shirt,1
17164,Shirts,U.S. Polo Assn. Men Checks Blue Shirt,1
19184,Shirts,United Colors Of Benetton Men Red Check Shirt,1
